venta_id,cliente_id,producto_id,fecha,cantidad,precio_unitario,descuento,total
V002562,C0103,P025,2024-09-02,1,266,0.0,266.0
V002563,C0013,P030,2024-08-23,2,121,0.0,242.0
V002564,C0124,P050,2023-05-31,5,176,0.1,792.0
V002565,C0037,P025,2024-07-20,5,266,0.0,1330.0
V002566,C0058,P018,2024-12-24,5,167,0.1,751.5
V002567,C0112,P043,2023-11-08,5,346,0.05,1643.5
V002568,C0012,P016,2024-12-31,3,167,0.0,501.0
V002569,C0108,P032,2023-12-02,4,276,0.1,993.6
V002570,C0158,P027,2024-06-15,2,81,0.0,162.0
V002571,C0087,P023,2024-12-08,4,463,0.0,1852.0
V002572,C0125,P029,2023-08-30,1,148,0.0,148.0
V002573,C0169,P014,2023-04-13,3,111,0.05,316.35
V002574,C0088,P041,2023-02-13,3,388,0.05,1105.8
V002575,C0174,P003,2024-01-02,2,59,0.1,106.2
V002576,C0024,P034,2024-05-04,5,478,0.1,2151.0
V002577,C0173,P048,2023-08-16,5,354,0.05,1681.5
V002578,C0182,P018,2023-09-27,1,167,0.05,158.65
V002579,C0095,P033,2024-07-04,2,100,0.0,200.0
V002580,C0020,P020,2023-03-07,3,171,0.05,487.35
V002581,C0014,P042,2024-12-19,1,147,0.0,147.0
V002582,C0059,P042,2023-11-27,1,147,0.0,147.0
V002583,C0103,P035,2024-03-30,1,435,0.05,413.25
V002584,C0161,P049,2024-02-07,5,256,0.1,1152.0
V002585,C0020,P048,2023-02-08,5,354,0.1,1593.0
V002586,C0113,P029,2024-09-24,4,148,0.1,532.8
V002587,C0014,P010,2023-08-26,3,496,0.1,1339.2
V002588,C0069,P023,2024-03-12,5,463,0.05,2199.25
V002589,C0068,P027,2024-04-29,5,81,0.05,384.75
V002590,C0007,P049,2023-08-26,4,256,0.1,921.6
V002591,C0110,P020,2023-01-23,1,171,0.05,162.45
V002592,C0056,P009,2024-09-19,3,331,0.05,943.35
V002593,C0056,P049,2024-05-25,5,256,0.1,1152.0
V002594,C0054,P008,2023-12-30,5,442,0.05,2099.5
V002595,C0094,P029,2024-12-24,2,148,0.1,266.4
V002596,C0181,P043,2023-05-31,4,346,0.0,1384.0
V002597,C0027,P033,2024-02-07,5,100,0.1,450.0
V002598,C0054,P046,2023-02-08,2,130,0.1,234.0
V002599,C0023,P022,2024-07-26,3,345,0.1,931.5
V002600,C0170,P020,2024-10-19,2,171,0.0,342.0
V002601,C0059,P012,2023-11-04,1,415,0.05,394.25
V002602,C0189,P024,2023-03-12,5,99,0.05,470.25
V002603,C0161,P048,2023-09-18,5,354,0.0,1770.0
V002604,C0150,P028,2024-02-03,1,459,0.05,436.05
V002605,C0054,P020,2023-10-26,4,171,0.05,649.8
V002606,C0182,P017,2024-02-03,2,86,0.1,154.8
V002607,C0032,P023,2024-10-09,5,463,0.05,2199.25
V002608,C0140,P019,2024-10-27,1,490,0.1,441.0
V002609,C0125,P018,2024-09-16,1,167,0.05,158.65
V002610,C0017,P029,2023-01-04,3,148,0.0,444.0
V002611,C0042,P011,2023-03-20,5,326,0.1,1467.0
V002612,C0025,P026,2024-08-01,5,394,0.0,1970.0
V002613,C0166,P019,2023-04-12,2,490,0.05,931.0
V002614,C0071,P043,2024-05-06,4,346,0.1,1245.6
V002615,C0015,P046,2024-08-27,3,130,0.1,351.0
V002616,C0053,P045,2024-05-13,4,349,0.05,1326.2
V002617,C0007,P048,2023-05-12,5,354,0.1,1593.0
V002618,C0033,P035,2024-02-19,3,435,0.1,1174.5
V002619,C0164,P016,2023-07-26,1,167,0.0,167.0
V002620,C0109,P041,2023-12-23,1,388,0.1,349.2
V002621,C0186,P042,2024-08-22,4,147,0.1,529.2
V002622,C0048,P008,2024-07-25,2,442,0.05,839.8
V002623,C0097,P029,2024-04-15,1,148,0.1,133.2
V002624,C0192,P025,2024-03-01,4,266,0.05,1010.8
V002625,C0020,P001,2023-05-23,3,326,0.1,880.2
V002626,C0101,P016,2023-10-12,2,167,0.0,334.0
V002627,C0035,P009,2023-05-17,2,331,0.05,628.9
V002628,C0158,P038,2024-07-11,1,134,0.0,134.0
V002629,C0054,P047,2024-03-24,4,91,0.1,327.6
V002630,C0057,P027,2024-05-14,3,81,0.1,218.7
V002631,C0190,P002,2023-04-07,4,50,0.05,190.0
V002632,C0158,P005,2023-12-02,2,172,0.1,309.6
V002633,C0078,P018,2024-02-18,1,167,0.05,158.65
V002634,C0076,P002,2024-09-23,2,50,0.0,100.0
V002635,C0063,P050,2023-12-25,1,176,0.05,167.2
V002636,C0078,P026,2024-01-05,4,394,0.05,1497.2
V002637,C0036,P025,2023-02-23,1,266,0.1,239.4
V002638,C0099,P016,2024-05-16,2,167,0.05,317.3
V002639,C0056,P005,2024-08-04,5,172,0.05,817.0
V002640,C0189,P042,2024-01-26,5,147,0.1,661.5
V002641,C0086,P023,2024-08-19,2,463,0.1,833.4
V002642,C0047,P032,2024-12-02,4,276,0.05,1048.8
V002643,C0068,P006,2023-11-02,5,90,0.0,450.0
V002644,C0007,P014,2024-07-14,3,111,0.0,333.0
V002645,C0046,P048,2023-12-09,3,354,0.0,1062.0
V002646,C0187,P047,2023-08-02,3,91,0.05,259.35
V002647,C0175,P017,2024-07-16,4,86,0.05,326.8
V002648,C0037,P012,2024-06-30,5,415,0.0,2075.0
V002649,C0147,P001,2023-11-04,4,326,0.0,1304.0
V002650,C0060,P005,2023-09-16,3,172,0.05,490.2
V002651,C0097,P047,2024-12-13,1,91,0.05,86.45
V002652,C0176,P031,2023-10-27,5,286,0.0,1430.0
V002653,C0039,P023,2023-04-06,1,463,0.05,439.85
V002654,C0179,P038,2024-04-13,5,134,0.1,603.0
V002655,C0120,P038,2023-11-21,2,134,0.0,268.0
V002656,C0035,P045,2023-01-09,3,349,0.0,1047.0
V002657,C0150,P021,2023-10-20,2,159,0.05,302.1
V002658,C0127,P042,2024-03-21,4,147,0.0,588.0
V002659,C0132,P013,2023-02-23,5,274,0.05,1301.5
V002660,C0129,P004,2023-03-03,1,499,0.1,449.1
V002661,C0179,P035,2024-05-06,2,435,0.0,870.0
V002662,C0080,P014,2024-08-19,1,111,0.05,105.45
V002663,C0024,P005,2023-09-14,2,172,0.05,326.8
V002664,C0124,P035,2024-02-27,2,435,0.1,783.0
V002665,C0027,P001,2024-05-12,5,326,0.0,1630.0
V002666,C0141,P030,2023-04-10,1,121,0.1,108.9
V002667,C0172,P026,2024-10-08,5,394,0.05,1871.5
V002668,C0109,P020,2023-05-12,3,171,0.05,487.35
V002669,C0014,P027,2024-10-19,5,81,0.1,364.5
V002670,C0001,P010,2024-03-14,5,496,0.1,2232.0
V002671,C0051,P016,2023-03-15,3,167,0.05,475.95
V002672,C0046,P046,2023-07-20,1,130,0.05,123.5
V002673,C0009,P004,2023-07-09,2,499,0.0,998.0
V002674,C0048,P033,2024-03-18,3,100,0.1,270.0
V002675,C0177,P022,2024-12-13,1,345,0.1,310.5
V002676,C0084,P009,2023-06-22,3,331,0.1,893.7
V002677,C0025,P007,2023-10-24,2,467,0.0,934.0
V002678,C0104,P027,2024-05-06,1,81,0.0,81.0
V002679,C0081,P005,2023-09-20,3,172,0.1,464.4
V002680,C0151,P037,2023-05-26,1,492,0.0,492.0
V002681,C0103,P028,2023-09-13,2,459,0.1,826.2
V002682,C0133,P010,2023-05-12,2,496,0.0,992.0
V002683,C0072,P003,2023-02-02,3,59,0.0,177.0
V002684,C0151,P009,2023-07-08,2,331,0.0,662.0
V002685,C0096,P025,2023-05-24,1,266,0.0,266.0
V002686,C0170,P048,2024-09-20,1,354,0.0,354.0
V002687,C0030,P049,2023-08-01,3,256,0.1,691.2
V002688,C0079,P014,2023-08-17,5,111,0.0,555.0
V002689,C0050,P015,2024-10-19,2,223,0.05,423.7
V002690,C0047,P034,2024-01-23,1,478,0.0,478.0
V002691,C0041,P016,2024-09-04,3,167,0.05,475.95
V002692,C0106,P044,2023-10-18,3,432,0.0,1296.0
V002693,C0056,P020,2023-07-10,5,171,0.05,812.25
V002694,C0077,P050,2023-11-02,5,176,0.05,836.0
V002695,C0110,P001,2023-06-27,3,326,0.1,880.2
V002696,C0132,P028,2024-03-15,2,459,0.05,872.1
V002697,C0045,P048,2023-02-25,5,354,0.05,1681.5
V002698,C0064,P028,2024-04-09,4,459,0.1,1652.4
V002699,C0063,P018,2024-11-08,5,167,0.1,751.5
V002700,C0164,P041,2024-01-05,2,388,0.1,698.4
V002701,C0121,P015,2023-12-31,4,223,0.0,892.0
V002702,C0086,P045,2023-07-01,4,349,0.05,1326.2
V002703,C0095,P022,2024-07-30,1,345,0.05,327.75
V002704,C0125,P049,2024-02-04,2,256,0.05,486.4
V002705,C0064,P041,2024-06-07,1,388,0.1,349.2
V002706,C0107,P027,2023-11-04,1,81,0.05,76.95
V002707,C0122,P024,2023-08-13,2,99,0.05,188.1
V002708,C0149,P045,2024-01-15,2,349,0.05,663.1
V002709,C0114,P050,2023-10-05,4,176,0.05,668.8
V002710,C0185,P021,2024-11-13,2,159,0.05,302.1
V002711,C0054,P036,2024-08-17,4,258,0.0,1032.0
V002712,C0196,P041,2024-08-13,5,388,0.05,1843.0
V002713,C0192,P016,2023-06-07,3,167,0.0,501.0
V002714,C0182,P049,2024-02-02,4,256,0.1,921.6
V002715,C0039,P020,2023-04-16,3,171,0.05,487.35
V002716,C0021,P011,2024-10-18,4,326,0.1,1173.6
V002717,C0179,P027,2023-07-21,5,81,0.0,405.0
V002718,C0083,P018,2023-08-06,3,167,0.05,475.95
V002719,C0141,P022,2024-05-27,4,345,0.0,1380.0
V002720,C0172,P037,2023-01-27,4,492,0.0,1968.0
V002721,C0101,P047,2024-07-05,2,91,0.05,172.9
V002722,C0145,P031,2024-08-27,2,286,0.1,514.8
V002723,C0156,P049,2024-07-13,1,256,0.05,243.2
V002724,C0025,P023,2023-08-18,5,463,0.0,2315.0
V002725,C0026,P026,2024-06-11,2,394,0.1,709.2
V002726,C0119,P006,2023-01-30,2,90,0.0,180.0
V002727,C0128,P014,2024-04-30,2,111,0.05,210.9
V002728,C0016,P031,2024-12-08,2,286,0.0,572.0
V002729,C0025,P018,2024-07-03,5,167,0.05,793.25
V002730,C0124,P036,2024-12-29,1,258,0.1,232.2
V002731,C0036,P025,2023-10-09,5,266,0.0,1330.0
V002732,C0031,P009,2023-05-06,3,331,0.05,943.35
V002733,C0051,P038,2023-11-01,4,134,0.05,509.2
V002734,C0048,P021,2024-10-19,3,159,0.0,477.0
V002735,C0192,P038,2024-10-10,2,134,0.05,254.6
V002736,C0180,P019,2023-12-19,4,490,0.0,1960.0
V002737,C0049,P039,2023-04-22,4,185,0.0,740.0
V002738,C0192,P038,2024-08-25,3,134,0.0,402.0
V002739,C0056,P026,2024-08-09,3,394,0.1,1063.8
V002740,C0171,P006,2024-11-14,1,90,0.0,90.0
V002741,C0165,P027,2024-12-20,4,81,0.1,291.6
V002742,C0075,P037,2024-04-16,1,492,0.1,442.8
V002743,C0105,P029,2024-11-19,1,148,0.05,140.6
V002744,C0175,P036,2023-08-18,2,258,0.05,490.2
V002745,C0057,P039,2023-04-24,1,185,0.0,185.0
V002746,C0100,P007,2023-06-23,3,467,0.1,1260.9
V002747,C0008,P008,2024-02-15,2,442,0.1,795.6
V002748,C0155,P018,2024-08-22,1,167,0.0,167.0
V002749,C0050,P015,2023-08-26,3,223,0.05,635.55
V002750,C0056,P031,2024-11-12,4,286,0.05,1086.8
V002751,C0169,P014,2024-12-03,3,111,0.1,299.7
V002752,C0026,P019,2023-02-16,5,490,0.1,2205.0
V002753,C0177,P017,2023-04-01,1,86,0.0,86.0
V002754,C0112,P032,2024-09-06,2,276,0.0,552.0
V002755,C0019,P017,2024-07-11,1,86,0.0,86.0
V002756,C0103,P001,2023-10-17,5,326,0.1,1467.0
V002757,C0182,P038,2024-11-09,1,134,0.0,134.0
V002758,C0013,P020,2024-11-02,2,171,0.0,342.0
V002759,C0039,P034,2024-07-29,4,478,0.05,1816.4
V002760,C0031,P026,2024-07-11,1,394,0.1,354.6
V002761,C0019,P040,2024-09-08,1,196,0.0,196.0
V002762,C0075,P010,2023-05-05,2,496,0.05,942.4
V002763,C0129,P048,2023-12-04,3,354,0.1,955.8
V002764,C0067,P010,2023-03-03,2,496,0.05,942.4
V002765,C0051,P005,2024-03-11,1,172,0.1,154.8
V002766,C0123,P037,2024-11-18,1,492,0.05,467.4
V002767,C0152,P007,2023-07-30,5,467,0.05,2218.25
V002768,C0016,P006,2023-11-28,4,90,0.0,360.0
V002769,C0180,P006,2024-05-22,1,90,0.0,90.0
V002770,C0035,P046,2023-04-11,5,130,0.1,585.0
V002771,C0080,P002,2023-05-19,3,50,0.05,142.5
V002772,C0172,P001,2023-06-15,5,326,0.1,1467.0
V002773,C0168,P006,2023-10-24,1,90,0.0,90.0
V002774,C0034,P035,2024-04-15,3,435,0.05,1239.75
V002775,C0035,P032,2024-12-14,1,276,0.1,248.4
V002776,C0055,P028,2024-05-02,5,459,0.05,2180.25
V002777,C0126,P025,2023-10-29,4,266,0.0,1064.0
V002778,C0155,P005,2023-09-02,5,172,0.0,860.0
V002779,C0010,P041,2024-05-26,3,388,0.1,1047.6
V002780,C0029,P043,2024-01-24,1,346,0.1,311.4
V002781,C0074,P011,2023-09-13,2,326,0.0,652.0
V002782,C0090,P019,2023-02-19,1,490,0.1,441.0
V002783,C0061,P006,2023-12-10,2,90,0.05,171.0
V002784,C0014,P027,2024-09-03,4,81,0.1,291.6
V002785,C0048,P025,2023-03-10,4,266,0.1,957.6
V002786,C0065,P023,2023-12-12,2,463,0.05,879.7
V002787,C0045,P049,2024-11-02,4,256,0.1,921.6
V002788,C0080,P005,2023-01-03,2,172,0.1,309.6
V002789,C0094,P019,2024-05-13,1,490,0.1,441.0
V002790,C0120,P038,2024-07-09,5,134,0.1,603.0
V002791,C0158,P018,2024-06-17,5,167,0.05,793.25
V002792,C0110,P025,2024-09-11,3,266,0.1,718.2
V002793,C0146,P039,2023-08-15,1,185,0.0,185.0
V002794,C0095,P007,2024-08-28,3,467,0.05,1330.95
V002795,C0116,P023,2024-11-10,4,463,0.0,1852.0
V002796,C0094,P024,2024-05-31,3,99,0.0,297.0
V002797,C0048,P029,2024-10-15,1,148,0.05,140.6
V002798,C0040,P025,2024-02-18,2,266,0.1,478.8
V002799,C0093,P026,2024-01-11,1,394,0.05,374.3
V002800,C0098,P001,2024-05-02,1,326,0.1,293.4
V002801,C0011,P006,2023-10-29,3,90,0.0,270.0
V002802,C0057,P001,2024-01-23,5,326,0.1,1467.0
V002803,C0108,P012,2023-09-24,1,415,0.1,373.5
V002804,C0132,P029,2023-04-16,1,148,0.0,148.0
V002805,C0164,P027,2024-02-23,5,81,0.1,364.5
V002806,C0016,P044,2023-10-06,1,432,0.05,410.4
V002807,C0035,P035,2023-05-25,1,435,0.05,413.25
V002808,C0105,P011,2023-07-16,5,326,0.1,1467.0
V002809,C0029,P008,2023-12-26,2,442,0.0,884.0
V002810,C0059,P010,2024-07-19,2,496,0.0,992.0
V002811,C0045,P036,2023-06-08,3,258,0.0,774.0
V002812,C0138,P018,2024-04-27,3,167,0.0,501.0
V002813,C0135,P013,2024-01-02,5,274,0.1,1233.0
V002814,C0153,P020,2023-02-02,1,171,0.05,162.45
V002815,C0024,P003,2024-07-21,3,59,0.05,168.15
V002816,C0155,P008,2023-08-22,3,442,0.0,1326.0
V002817,C0181,P008,2023-09-10,3,442,0.1,1193.4
V002818,C0008,P050,2023-11-18,2,176,0.05,334.4
V002819,C0200,P029,2023-05-30,2,148,0.1,266.4
V002820,C0136,P038,2023-05-15,1,134,0.05,127.3
V002821,C0075,P008,2024-10-16,3,442,0.05,1259.7
V002822,C0143,P003,2024-09-05,4,59,0.1,212.4
V002823,C0062,P002,2023-05-11,5,50,0.0,250.0
V002824,C0019,P002,2023-11-04,1,50,0.1,45.0
V002825,C0074,P046,2023-12-04,2,130,0.05,247.0
V002826,C0020,P040,2023-12-07,2,196,0.1,352.8
V002827,C0195,P007,2024-11-02,3,467,0.05,1330.95
V002828,C0121,P036,2024-02-24,4,258,0.05,980.4
V002829,C0188,P041,2023-05-12,5,388,0.0,1940.0
V002830,C0045,P006,2024-10-18,5,90,0.1,405.0
V002831,C0143,P040,2023-08-17,1,196,0.05,186.2
V002832,C0057,P049,2023-12-19,4,256,0.1,921.6
V002833,C0165,P046,2023-01-26,2,130,0.05,247.0
V002834,C0143,P038,2023-04-29,2,134,0.0,268.0
V002835,C0057,P043,2024-09-27,4,346,0.05,1314.8
V002836,C0062,P047,2024-02-17,5,91,0.1,409.5
V002837,C0004,P021,2023-12-06,5,159,0.05,755.25
V002838,C0089,P032,2024-01-17,5,276,0.1,1242.0
V002839,C0079,P045,2023-01-22,5,349,0.05,1657.75
V002840,C0048,P037,2023-01-01,4,492,0.1,1771.2
V002841,C0111,P037,2024-10-14,1,492,0.1,442.8
V002842,C0077,P023,2023-06-06,5,463,0.1,2083.5
V002843,C0140,P028,2023-01-16,4,459,0.0,1836.0
V002844,C0187,P004,2024-02-02,3,499,0.05,1422.15
V002845,C0118,P016,2023-08-28,4,167,0.05,634.6
V002846,C0096,P029,2023-02-14,1,148,0.05,140.6
V002847,C0082,P010,2024-03-30,4,496,0.0,1984.0
V002848,C0058,P027,2024-11-10,5,81,0.0,405.0
V002849,C0077,P038,2024-07-19,1,134,0.0,134.0
V002850,C0092,P015,2024-10-12,1,223,0.1,200.7
V002851,C0072,P013,2024-05-05,4,274,0.1,986.4
V002852,C0158,P011,2024-10-17,5,326,0.05,1548.5
V002853,C0076,P018,2023-11-05,4,167,0.05,634.6
V002854,C0047,P021,2023-01-10,5,159,0.05,755.25
V002855,C0173,P012,2023-09-04,2,415,0.05,788.5
V002856,C0045,P014,2023-11-05,5,111,0.0,555.0
V002857,C0197,P003,2023-10-08,1,59,0.05,56.05
V002858,C0182,P009,2023-11-12,1,331,0.1,297.9
V002859,C0085,P022,2023-09-10,4,345,0.1,1242.0
V002860,C0028,P021,2024-07-01,3,159,0.05,453.15
V002861,C0118,P019,2024-08-21,1,490,0.05,465.5
V002862,C0045,P032,2024-07-30,4,276,0.0,1104.0
V002863,C0042,P018,2023-06-18,3,167,0.05,475.95
V002864,C0016,P016,2023-08-07,2,167,0.1,300.6
V002865,C0037,P040,2023-12-13,5,196,0.05,931.0
V002866,C0092,P012,2023-08-16,1,415,0.05,394.25
V002867,C0164,P035,2023-05-23,5,435,0.05,2066.25
V002868,C0058,P003,2023-10-14,1,59,0.0,59.0
V002869,C0155,P028,2024-02-06,2,459,0.1,826.2
V002870,C0159,P039,2023-04-03,4,185,0.0,740.0
V002871,C0026,P032,2023-10-30,2,276,0.1,496.8
V002872,C0036,P009,2023-01-28,3,331,0.0,993.0
V002873,C0105,P030,2024-07-08,2,121,0.0,242.0
V002874,C0092,P044,2023-09-04,5,432,0.0,2160.0
V002875,C0104,P025,2024-09-10,2,266,0.05,505.4
V002876,C0002,P026,2023-08-15,2,394,0.05,748.6
V002877,C0193,P003,2023-08-09,1,59,0.0,59.0
V002878,C0151,P011,2024-05-27,1,326,0.05,309.7
V002879,C0137,P050,2024-01-02,1,176,0.0,176.0
V002880,C0039,P003,2024-03-04,1,59,0.1,53.1
V002881,C0150,P004,2023-04-19,5,499,0.0,2495.0
V002882,C0165,P016,2023-08-05,3,167,0.1,450.9
V002883,C0058,P032,2024-09-10,4,276,0.0,1104.0
V002884,C0155,P004,2023-01-03,1,499,0.1,449.1
V002885,C0006,P012,2024-12-26,5,415,0.1,1867.5
V002886,C0088,P028,2023-04-12,4,459,0.0,1836.0
V002887,C0048,P022,2024-01-21,3,345,0.1,931.5
V002888,C0127,P005,2024-06-10,3,172,0.05,490.2
V002889,C0154,P020,2023-01-03,4,171,0.1,615.6
V002890,C0160,P010,2023-08-21,1,496,0.05,471.2
V002891,C0200,P023,2023-08-11,2,463,0.1,833.4
V002892,C0060,P006,2024-01-30,4,90,0.05,342.0
V002893,C0137,P050,2023-03-19,3,176,0.05,501.6
V002894,C0097,P019,2024-03-27,3,490,0.0,1470.0
V002895,C0114,P001,2023-05-02,5,326,0.05,1548.5
V002896,C0194,P023,2023-07-20,5,463,0.1,2083.5
V002897,C0027,P006,2024-11-17,4,90,0.05,342.0
V002898,C0110,P027,2024-12-29,4,81,0.05,307.8
V002899,C0015,P023,2023-07-01,4,463,0.1,1666.8
V002900,C0195,P027,2023-03-10,2,81,0.0,162.0
V002901,C0148,P011,2024-07-21,1,326,0.1,293.4
V002902,C0166,P021,2024-05-03,5,159,0.0,795.0
V002903,C0105,P043,2023-03-17,5,346,0.0,1730.0
V002904,C0040,P009,2023-09-09,1,331,0.1,297.9
V002905,C0030,P026,2024-05-04,5,394,0.1,1773.0
V002906,C0114,P002,2024-01-31,4,50,0.1,180.0
V002907,C0110,P014,2023-12-10,2,111,0.0,222.0
V002908,C0039,P013,2024-12-01,4,274,0.0,1096.0
V002909,C0139,P023,2024-08-22,2,463,0.0,926.0
V002910,C0036,P025,2024-10-13,5,266,0.1,1197.0
V002911,C0073,P042,2024-06-08,3,147,0.05,418.95
V002912,C0057,P032,2023-03-27,1,276,0.05,262.2
V002913,C0039,P039,2023-11-16,2,185,0.0,370.0
V002914,C0011,P002,2023-09-08,4,50,0.05,190.0
V002915,C0198,P016,2024-08-06,5,167,0.1,751.5
V002916,C0179,P010,2023-09-07,1,496,0.0,496.0
V002917,C0037,P017,2024-03-23,3,86,0.1,232.2
V002918,C0169,P041,2024-05-29,4,388,0.05,1474.4
V002919,C0157,P014,2023-05-10,4,111,0.1,399.6
V002920,C0183,P017,2023-04-16,4,86,0.1,309.6
V002921,C0142,P013,2024-11-30,4,274,0.05,1041.2
V002922,C0088,P037,2023-03-15,3,492,0.0,1476.0
V002923,C0135,P009,2023-02-12,1,331,0.0,331.0
V002924,C0200,P018,2024-11-14,1,167,0.05,158.65
V002925,C0091,P011,2024-12-18,4,326,0.05,1238.8
V002926,C0075,P012,2024-03-17,4,415,0.0,1660.0
V002927,C0095,P005,2023-05-28,4,172,0.0,688.0
V002928,C0072,P021,2023-12-20,2,159,0.0,318.0
V002929,C0126,P024,2024-11-19,4,99,0.05,376.2
V002930,C0193,P025,2024-09-20,4,266,0.05,1010.8
V002931,C0067,P034,2024-03-27,5,478,0.05,2270.5
V002932,C0151,P028,2023-06-13,2,459,0.05,872.1
V002933,C0148,P019,2024-12-26,3,490,0.0,1470.0
V002934,C0006,P020,2024-02-21,2,171,0.05,324.9
V002935,C0002,P027,2024-08-15,2,81,0.1,145.8
V002936,C0108,P021,2024-01-28,5,159,0.05,755.25
V002937,C0029,P010,2024-11-19,1,496,0.05,471.2
V002938,C0197,P009,2024-04-03,4,331,0.1,1191.6
V002939,C0127,P012,2024-09-03,2,415,0.1,747.0
V002940,C0082,P045,2023-01-23,5,349,0.05,1657.75
V002941,C0150,P050,2023-08-09,3,176,0.1,475.2
V002942,C0069,P009,2023-03-16,2,331,0.1,595.8
V002943,C0029,P020,2024-03-23,3,171,0.0,513.0
V002944,C0048,P010,2023-07-20,3,496,0.05,1413.6
V002945,C0119,P036,2024-12-07,1,258,0.05,245.1
V002946,C0089,P032,2024-08-03,4,276,0.0,1104.0
V002947,C0096,P008,2024-06-16,3,442,0.1,1193.4
V002948,C0168,P004,2024-04-14,1,499,0.0,499.0
V002949,C0059,P042,2024-09-17,5,147,0.0,735.0
V002950,C0024,P019,2024-04-08,5,490,0.1,2205.0
V002951,C0037,P050,2023-09-06,2,176,0.05,334.4
V002952,C0166,P047,2023-06-09,1,91,0.1,81.9
V002953,C0179,P046,2023-10-04,3,130,0.0,390.0
V002954,C0184,P026,2024-05-14,4,394,0.1,1418.4
V002955,C0114,P001,2024-02-09,2,326,0.05,619.4
V002956,C0162,P015,2024-11-18,2,223,0.1,401.4
V002957,C0110,P013,2023-01-05,1,274,0.0,274.0
V002958,C0036,P010,2023-01-28,1,496,0.1,446.4
V002959,C0174,P034,2023-10-27,5,478,0.05,2270.5
V002960,C0033,P025,2023-09-17,5,266,0.0,1330.0
V002961,C0053,P049,2023-08-06,4,256,0.05,972.8
V002962,C0173,P037,2024-01-26,1,492,0.1,442.8
V002963,C0043,P045,2024-07-07,5,349,0.05,1657.75
V002964,C0128,P047,2024-10-15,1,91,0.1,81.9
V002965,C0053,P025,2023-01-09,3,266,0.1,718.2
V002966,C0174,P017,2024-09-13,3,86,0.05,245.1
V002967,C0154,P009,2023-01-25,5,331,0.05,1572.25
V002968,C0108,P018,2024-08-04,1,167,0.0,167.0
V002969,C0049,P010,2023-09-25,5,496,0.05,2356.0
V002970,C0196,P006,2024-07-31,2,90,0.05,171.0
V002971,C0013,P042,2023-01-01,1,147,0.0,147.0
V002972,C0085,P019,2024-02-05,1,490,0.05,465.5
V002973,C0089,P034,2024-12-08,1,478,0.1,430.2
V002974,C0013,P014,2024-06-20,5,111,0.1,499.5
V002975,C0164,P049,2023-02-06,3,256,0.05,729.6
V002976,C0164,P005,2023-03-04,3,172,0.0,516.0
V002977,C0070,P016,2023-03-07,3,167,0.05,475.95
V002978,C0099,P033,2023-12-15,1,100,0.1,90.0
V002979,C0055,P022,2023-07-15,5,345,0.1,1552.5
V002980,C0168,P007,2023-10-09,5,467,0.1,2101.5
V002981,C0056,P031,2023-11-14,4,286,0.05,1086.8
V002982,C0091,P033,2023-02-21,2,100,0.0,200.0
V002983,C0160,P041,2023-01-13,1,388,0.05,368.6
V002984,C0133,P021,2024-01-26,3,159,0.05,453.15
V002985,C0029,P032,2024-04-06,5,276,0.05,1311.0
V002986,C0010,P006,2024-09-14,1,90,0.0,90.0
V002987,C0119,P043,2023-04-16,4,346,0.1,1245.6
V002988,C0135,P045,2024-07-26,2,349,0.05,663.1
V002989,C0180,P007,2024-03-22,1,467,0.0,467.0
V002990,C0094,P034,2024-02-03,4,478,0.1,1720.8
V002991,C0109,P008,2023-03-29,5,442,0.1,1989.0
V002992,C0121,P025,2024-03-25,3,266,0.1,718.2
V002993,C0189,P046,2024-06-17,2,130,0.1,234.0
V002994,C0051,P011,2024-02-28,1,326,0.05,309.7
V002995,C0011,P047,2023-11-25,1,91,0.05,86.45
V002996,C0138,P014,2024-01-19,2,111,0.05,210.9
V002997,C0092,P042,2024-07-06,1,147,0.1,132.3
V002998,C0090,P028,2023-12-02,4,459,0.1,1652.4
V002999,C0039,P035,2024-01-14,2,435,0.05,826.5
V003000,C0062,P016,2024-08-15,5,167,0.1,751.5
V003001,C0042,P019,2023-06-13,4,490,0.05,1862.0
V003002,C0169,P010,2023-04-07,4,496,0.1,1785.6
V003003,C0124,P022,2024-07-26,1,345,0.0,345.0
V003004,C0175,P022,2024-07-06,3,345,0.05,983.25
V003005,C0110,P036,2024-05-11,5,258,0.0,1290.0
V003006,C0002,P050,2023-07-27,1,176,0.0,176.0
V003007,C0132,P022,2023-07-29,2,345,0.05,655.5
V003008,C0046,P031,2024-01-29,4,286,0.1,1029.6
V003009,C0144,P042,2023-08-16,3,147,0.05,418.95
V003010,C0018,P041,2024-01-15,1,388,0.0,388.0
V003011,C0082,P009,2024-06-14,3,331,0.05,943.35
V003012,C0110,P007,2023-09-02,1,467,0.1,420.3
V003013,C0120,P013,2023-01-08,5,274,0.1,1233.0
V003014,C0121,P009,2023-01-09,4,331,0.0,1324.0
V003015,C0143,P046,2023-06-20,4,130,0.05,494.0
V003016,C0121,P030,2023-04-29,1,121,0.1,108.9
V003017,C0075,P009,2023-11-23,2,331,0.1,595.8
V003018,C0188,P031,2024-10-30,5,286,0.05,1358.5
V003019,C0051,P001,2024-09-09,1,326,0.0,326.0
V003020,C0114,P006,2023-05-30,1,90,0.0,90.0
V003021,C0037,P046,2023-10-13,2,130,0.0,260.0
V003022,C0076,P044,2023-10-25,4,432,0.0,1728.0
